sample	sample_kind	Ea	Pa	Pch	Pci	Pv	Pf	Sm	Ab	H77	H79	H82	H97	Fj	IN63	IN65	IN72	transfer	ident	Generation	total	present	coexistence	excluded	cont	Gen_jit
Pch_Sm	Pair	0	0	0.405797101	0	0	0	0.594202899	0	0	0	0	0	0	0	0	0	2	p6_G9	21	138	"['Pch', 'Sm']"	TRUE	non	FALSE	21.21595607
Pch_Sm	Pair	0	0	0.544715447	0	0	0	0.455284553	0	0	0	0	0	0	0	0	0	2	p6_G11	21	123	"['Pch', 'Sm']"	TRUE	non	FALSE	20.01856654
Pf_Ab	Pair	0	0	0	0	0	0.93220339	0	0.06779661	0	0	0	0	0	0	0	0	2	p6_H2	21	59	"['Pf', 'Ab']"	TRUE	non	FALSE	21.29477182
Pf_Ab	Pair	0	0	0	0	0	0.93220339	0	0.06779661	0	0	0	0	0	0	0	0	2	p6_H4	21	59	"['Pf', 'Ab']"	TRUE	non	FALSE	22.43689716
Pf_Ab	Pair	0	0	0	0	0	0.98245614	0	0.01754386	0	0	0	0	0	0	0	0	2	p6_H6	21	57	"['Pf', 'Ab']"	TRUE	non	FALSE	20.31456205
Pf_Ab	Pair	0	0	0	0	0	0.98630137	0	0.01369863	0	0	0	0	0	0	0	0	2	p6_H8	21	73	"['Pf', 'Ab']"	TRUE	non	FALSE	19.98323561
Pf_Ab	Pair	0	0	0	0	0	0.959459459	0	0.040540541	0	0	0	0	0	0	0	0	2	p6_H10	21	74	"['Pf', 'Ab']"	TRUE	non	FALSE	23.21001331
Pf_Ab	Pair	0	0	0	0	0	0.984375	0	0.015625	0	0	0	0	0	0	0	0	2	p6_H12	21	64	"['Pf', 'Ab']"	TRUE	non	FALSE	17.40641435
Ea_Pa	Pair	0.75739645	0.24260355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_A1	21	169	"['Ea', 'Pa']"	TRUE	non	FALSE	20.49435606
Ea_Pv	Pair	0.849206349	0	0	0	0.150793651	0	0	0	0	0	0	0	0	0	0	0	2	p7_A3	21	126	"['Ea', 'Pv']"	TRUE	non	FALSE	21.29503998
Pa_Pv	Pair	0	0.593103448	0	0	0.406896552	0	0	0	0	0	0	0	0	0	0	0	2	p7_A5	21	145	"['Pa', 'Pv']"	TRUE	non	FALSE	18.67445919
Pch_Pf	Pair	0	0	0.619047619	0	0	0.380952381	0	0	0	0	0	0	0	0	0	0	2	p7_A7	21	63	"['Pch', 'Pf']"	TRUE	non	FALSE	21.42458865
Pf_Sm	Pair	0	0	0	0	0	0.232323232	0.767676768	0	0	0	0	0	0	0	0	0	2	p7_A9	21	99	"['Pf', 'Sm']"	TRUE	non	FALSE	22.06478888
Ab_IN72	Pair	0	0	0	0	0	0	0	0.082352941	0	0	0	0	0	0	0	0.917647059	2	p7_A11	21	85	"['Ab', 'IN72']"	TRUE	non	FALSE	22.49265419
Ea_Pf	Pair	0.688073394	0	0	0	0	0.311926606	0	0	0	0	0	0	0	0	0	0	2	p7_B4	21	109	"['Ea', 'Pf']"	TRUE	non	FALSE	23.30631631
Pch_Pci	Pair	0	0	0.102564103	0.897435897	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_B6	21	78	"['Pch', 'Pci']"	TRUE	non	FALSE	22.28466913
Pf_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p7_B10	21	92	['IN72']	FALSE	Pf	FALSE	22.09557199
Pci_IN63	Pair	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.666666667	0	0	2	p7_B12	21	120	"['Pci', 'IN63']"	TRUE	non	FALSE	20.78859828
Ea_Pa	Pair	0.68902439	0.31097561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_C1	21	164	"['Ea', 'Pa']"	TRUE	non	FALSE	20.06199934
Ea_Pv	Pair	0.758241758	0	0	0	0.241758242	0	0	0	0	0	0	0	0	0	0	0	2	p7_C3	21	182	"['Ea', 'Pv']"	TRUE	non	FALSE	20.06312345
Pa_Pv	Pair	0	0.734693878	0	0	0.265306122	0	0	0	0	0	0	0	0	0	0	0	2	p7_C5	21	98	"['Pa', 'Pv']"	TRUE	non	FALSE	20.87260954
Pch_Pf	Pair	0	0	0.611111111	0	0	0.388888889	0	0	0	0	0	0	0	0	0	0	2	p7_C7	21	54	"['Pch', 'Pf']"	TRUE	non	FALSE	18.74656911
Pf_Sm	Pair	0	0	0	0	0	0.330882353	0.669117647	0	0	0	0	0	0	0	0	0	2	p7_C9	21	136	"['Pf', 'Sm']"	TRUE	non	FALSE	18.5646071
Ab_IN72	Pair	0	0	0	0	0	0	0	0.053333333	0	0	0	0	0	0	0	0.946666667	2	p7_C11	21	75	"['Ab', 'IN72']"	TRUE	non	FALSE	21.29307006
Ea_Pch	Pair	0.85046729	0	0.14953271	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_D2	21	214	"['Ea', 'Pch']"	TRUE	non	FALSE	23.38817082
Ea_Pf	Pair	0.556291391	0	0	0	0	0.443708609	0	0	0	0	0	0	0	0	0	0	2	p7_D4	21	151	"['Ea', 'Pf']"	TRUE	non	FALSE	21.81914198
Pch_Pci	Pair	0	0	0.044642857	0.955357143	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_D6	21	112	"['Pch', 'Pci']"	TRUE	non	FALSE	17.35093348
Pch_IN63	Pair	0	0	0.141304348	0	0	0	0	0	0	0	0	0	0	0.858695652	0	0	2	p7_D8	21	92	"['Pch', 'IN63']"	TRUE	non	FALSE	19.49204601
Pf_IN72	Pair	0	0	0	0	0	0.05952381	0	0	0	0	0	0	0	0	0	0.94047619	2	p7_D10	21	84	"['Pf', 'IN72']"	TRUE	non	FALSE	21.38316288
Pci_IN63	Pair	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.64	0	0	2	p7_D12	21	125	"['Pci', 'IN63']"	TRUE	non	FALSE	21.4270019
Ea_Pa	Pair	0.806451613	0.193548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_E1	21	186	"['Ea', 'Pa']"	TRUE	non	FALSE	20.75810426
Ea_Pv	Pair	0.737588652	0	0	0	0.262411348	0	0	0	0	0	0	0	0	0	0	0	2	p7_E3	21	141	"['Ea', 'Pv']"	TRUE	non	FALSE	23.25323922
Pa_Pv	Pair	0	0.559808612	0	0	0.440191388	0	0	0	0	0	0	0	0	0	0	0	2	p7_E5	21	209	"['Pa', 'Pv']"	TRUE	non	FALSE	19.44425986
Pch_Pf	Pair	0	0	0.305084746	0	0	0.694915254	0	0	0	0	0	0	0	0	0	0	2	p7_E7	21	59	"['Pch', 'Pf']"	TRUE	non	FALSE	17.66414068
Pf_Sm	Pair	0	0	0	0	0	0.272727273	0.727272727	0	0	0	0	0	0	0	0	0	2	p7_E9	21	132	"['Pf', 'Sm']"	TRUE	non	FALSE	18.13714548
Ab_IN72	Pair	0	0	0	0	0	0	0	0.022727273	0	0	0	0	0	0	0	0.977272727	2	p7_E11	21	88	"['Ab', 'IN72']"	TRUE	non	FALSE	22.41510529
Ea_Pch	Pair	0.865116279	0	0.134883721	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p7_F2	21	215	"['Ea', 'Pch']"	TRUE	non	FALSE	21.81682247
Ea_Pf	Pair	0.614678899	0	0	0	0	0.385321101	0	0	0	0	0	0	0	0	0	0	2	p7_F4	21	109	"['Ea', 'Pf']"	TRUE	non	FALSE	24.05070149
Pch_IN63	Pair	0	0	0.045751634	0	0	0	0	0	0	0	0	0	0	0.954248366	0	0	2	p7_F8	21	153	"['Pch', 'IN63']"	TRUE	non	FALSE	20.85806802
Pf_IN72	Pair	0	0	0	0	0	0.032894737	0	0	0	0	0	0	0	0	0	0.967105263	2	p7_F10	21	152	"['Pf', 'IN72']"	TRUE	non	FALSE	22.09844981
Pci_IN63	Pair	0	0	0	0.340909091	0	0	0	0	0	0	0	0	0	0.659090909	0	0	2	p7_F12	21	132	"['Pci', 'IN63']"	TRUE	non	FALSE	23.32570299
Pch_Sm	Pair	0	0	0.381679389	0	0	0	0.618320611	0	0	0	0	0	0	0	0	0	2	p7_G1	21	131	"['Pch', 'Sm']"	TRUE	non	FALSE	20.41111221
Pch_Sm	Pair	0	0	0.503759398	0	0	0	0.496240602	0	0	0	0	0	0	0	0	0	2	p7_G3	21	133	"['Pch', 'Sm']"	TRUE	non	FALSE	21.49053759
Pch_Sm	Pair	0	0	0.514619883	0	0	0	0.485380117	0	0	0	0	0	0	0	0	0	2	p7_G5	21	171	"['Pch', 'Sm']"	TRUE	non	FALSE	22.49169319
Pch_Sm	Pair	0	0	0.428571429	0	0	0	0.571428571	0	0	0	0	0	0	0	0	0	2	p7_G7	21	175	"['Pch', 'Sm']"	TRUE	non	FALSE	22.98159866
Pch_Sm	Pair	0	0	0.545977011	0	0	0	0.454022989	0	0	0	0	0	0	0	0	0	2	p7_G9	21	174	"['Pch', 'Sm']"	TRUE	non	FALSE	20.35291983
Pch_Sm	Pair	0	0	0.485207101	0	0	0	0.514792899	0	0	0	0	0	0	0	0	0	2	p7_G11	21	169	"['Pch', 'Sm']"	TRUE	non	FALSE	20.14289666
Pf_Ab	Pair	0	0	0	0	0	0.956521739	0	0.043478261	0	0	0	0	0	0	0	0	2	p7_H2	21	46	"['Pf', 'Ab']"	TRUE	non	FALSE	18.38890342
Pf_Ab	Pair	0	0	0	0	0	0.983870968	0	0.016129032	0	0	0	0	0	0	0	0	2	p7_H4	21	62	"['Pf', 'Ab']"	TRUE	non	FALSE	25.55556144
Pf_Ab	Pair	0	0	0	0	0	0.965517241	0	0.034482759	0	0	0	0	0	0	0	0	2	p7_H6	21	87	"['Pf', 'Ab']"	TRUE	non	FALSE	24.26069098
Pf_Ab	Pair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	p7_H8	21	34	['Pf']	FALSE	Ab	FALSE	17.9064067
Pf_Ab	Pair	0	0	0	0	0	0.957446809	0	0.042553191	0	0	0	0	0	0	0	0	2	p7_H10	21	47	"['Pf', 'Ab']"	TRUE	non	FALSE	23.28563587
Pf_Ab	Pair	0	0	0	0	0	0.958333333	0	0.041666667	0	0	0	0	0	0	0	0	2	p7_H12	21	72	"['Pf', 'Ab']"	TRUE	non	FALSE	20.24757788
Ea_Pa	Pair	0.608	0.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_A1	21	125	"['Ea', 'Pa']"	TRUE	non	FALSE	23.65298347
Ea_Pv	Pair	0.741935484	0	0	0	0.258064516	0	0	0	0	0	0	0	0	0	0	0	2	p8_A3	21	155	"['Ea', 'Pv']"	TRUE	non	FALSE	22.51561109
Pa_Pv	Pair	0	0.7578125	0	0	0.2421875	0	0	0	0	0	0	0	0	0	0	0	2	p8_A5	21	128	"['Pa', 'Pv']"	TRUE	non	FALSE	18.58722205
Pf_Sm	Pair	0	0	0	0	0	0.329113924	0.670886076	0	0	0	0	0	0	0	0	0	2	p8_A9	21	158	"['Pf', 'Sm']"	TRUE	non	FALSE	20.52368137
Ab_IN72	Pair	0	0	0	0	0	0	0	0.012987013	0	0	0	0	0	0	0	0.987012987	2	p8_A11	21	77	"['Ab', 'IN72']"	TRUE	non	FALSE	19.59555113
Ea_Pch	Pair	0.815920398	0	0.184079602	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_B2	21	201	"['Ea', 'Pch']"	TRUE	non	FALSE	19.81332472
Ea_Pf	Pair	0.5234375	0	0	0	0	0.4765625	0	0	0	0	0	0	0	0	0	0	2	p8_B4	21	128	"['Ea', 'Pf']"	TRUE	non	FALSE	17.96436848
Pch_Pci	Pair	0	0	0.083969466	0.916030534	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_B6	21	131	"['Pch', 'Pci']"	TRUE	non	FALSE	20.33104725
Pch_IN63	Pair	0	0	0.025157233	0	0	0	0	0	0	0	0	0	0	0.974842767	0	0	2	p8_B8	21	159	"['Pch', 'IN63']"	TRUE	non	FALSE	22.01366866
Pf_IN72	Pair	0	0	0	0	0	0.107142857	0	0	0	0	0	0	0	0	0	0.892857143	2	p8_B10	21	112	"['Pf', 'IN72']"	TRUE	non	FALSE	19.6613612
Pci_IN63	Pair	0	0	0	0.248175182	0	0	0	0	0	0	0	0	0	0.751824818	0	0	2	p8_B12	21	137	"['Pci', 'IN63']"	TRUE	non	FALSE	21.51080922
Ea_Pa	Pair	0.709219858	0.290780142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_C1	21	141	"['Ea', 'Pa']"	TRUE	non	FALSE	19.64002419
Ea_Pv	Pair	0.696969697	0	0	0	0.303030303	0	0	0	0	0	0	0	0	0	0	0	2	p8_C3	21	132	"['Ea', 'Pv']"	TRUE	non	FALSE	21.88365242
Pa_Pv	Pair	0	0.736486486	0	0	0.263513514	0	0	0	0	0	0	0	0	0	0	0	2	p8_C5	21	148	"['Pa', 'Pv']"	TRUE	non	FALSE	19.48531051
Pch_Pf	Pair	0	0	0.64	0	0	0.36	0	0	0	0	0	0	0	0	0	0	2	p8_C7	21	50	"['Pch', 'Pf']"	TRUE	non	FALSE	20.48158827
Pf_Sm	Pair	0	0	0	0	0	0.397727273	0.602272727	0	0	0	0	0	0	0	0	0	2	p8_C9	21	88	"['Pf', 'Sm']"	TRUE	non	FALSE	19.40244661
Ab_IN72	Pair	0	0	0	0	0	0	0	0.034482759	0	0	0	0	0	0	0	0.965517241	2	p8_C11	21	87	"['Ab', 'IN72']"	TRUE	non	FALSE	20.32658143
Ea_Pch	Pair	0.884146341	0	0.115853659	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_D2	21	164	"['Ea', 'Pch']"	TRUE	non	FALSE	22.27718598
Ea_Pf	Pair	0.480519481	0	0	0	0	0.519480519	0	0	0	0	0	0	0	0	0	0	2	p8_D4	21	154	"['Ea', 'Pf']"	TRUE	non	FALSE	23.68785278
Pch_Pci	Pair	0	0	0.07079646	0.92920354	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_D6	21	113	"['Pch', 'Pci']"	TRUE	non	FALSE	22.25189309
Pch_IN63	Pair	0	0	0.010526316	0	0	0	0	0	0	0	0	0	0	0.989473684	0	0	2	p8_D8	21	190	"['Pch', 'IN63']"	TRUE	non	FALSE	20.09626465
Pf_IN72	Pair	0	0	0	0	0	0.018691589	0	0	0	0	0	0	0	0	0	0.981308411	2	p8_D10	21	107	"['Pf', 'IN72']"	TRUE	non	FALSE	25.1259392
Pci_IN63	Pair	0	0	0	0.323232323	0	0	0	0	0	0	0	0	0	0.676767677	0	0	2	p8_D12	21	198	"['Pci', 'IN63']"	TRUE	non	FALSE	22.91647343
Ea_Pa	Pair	0.772222222	0.227777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_E1	21	180	"['Ea', 'Pa']"	TRUE	non	FALSE	19.51550399
Ea_Pv	Pair	0.664285714	0	0	0	0.335714286	0	0	0	0	0	0	0	0	0	0	0	2	p8_E3	21	140	"['Ea', 'Pv']"	TRUE	non	FALSE	23.02502982
Pa_Pv	Pair	0	0.74789916	0	0	0.25210084	0	0	0	0	0	0	0	0	0	0	0	2	p8_E5	21	238	"['Pa', 'Pv']"	TRUE	non	FALSE	19.73383201
Pch_Pf	Pair	0	0	0.609756098	0	0	0.390243902	0	0	0	0	0	0	0	0	0	0	2	p8_E7	21	41	"['Pch', 'Pf']"	TRUE	non	FALSE	21.10478204
Pf_Sm	Pair	0	0	0	0	0	0.406593407	0.593406593	0	0	0	0	0	0	0	0	0	2	p8_E9	21	91	"['Pf', 'Sm']"	TRUE	non	FALSE	22.48175384
Ab_IN72	Pair	0	0	0	0	0	0	0	0.017241379	0	0	0	0	0	0	0	0.982758621	2	p8_E11	21	58	"['Ab', 'IN72']"	TRUE	non	FALSE	21.14668761
Ea_Pch	Pair	0.762195122	0	0.237804878	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p8_F2	21	164	"['Ea', 'Pch']"	TRUE	non	FALSE	18.63777834
Ea_Pf	Pair	0.47826087	0	0	0	0	0.52173913	0	0	0	0	0	0	0	0	0	0	2	p8_F4	21	115	"['Ea', 'Pf']"	TRUE	non	FALSE	17.57966271
Pch_IN63	Pair	0	0	0.045685279	0	0	0	0	0	0	0	0	0	0	0.954314721	0	0	2	p8_F8	21	197	"['Pch', 'IN63']"	TRUE	non	FALSE	19.56956039
Pf_IN72	Pair	0	0	0	0	0	0.014925373	0	0	0	0	0	0	0	0	0	0.985074627	2	p8_F10	21	134	"['Pf', 'IN72']"	TRUE	non	FALSE	18.30939886
Pci_IN63	Pair	0	0	0	0.295774648	0	0	0	0	0	0	0	0	0	0.704225352	0	0	2	p8_F12	21	142	"['Pci', 'IN63']"	TRUE	non	FALSE	16.45074213
Pch_Sm	Pair	0	0	0.4375	0	0	0	0.5625	0	0	0	0	0	0	0	0	0	2	p8_G1	21	128	"['Pch', 'Sm']"	TRUE	non	FALSE	22.82126812
Pch_Sm	Pair	0	0	0.526315789	0	0	0	0.473684211	0	0	0	0	0	0	0	0	0	2	p8_G3	21	171	"['Pch', 'Sm']"	TRUE	non	FALSE	20.45274652
Pch_Sm	Pair	0	0	0.407960199	0	0	0	0.592039801	0	0	0	0	0	0	0	0	0	2	p8_G5	21	201	"['Pch', 'Sm']"	TRUE	non	FALSE	19.89160244
Pch_Sm	Pair	0	0	0.495934959	0	0	0	0.504065041	0	0	0	0	0	0	0	0	0	2	p8_G7	21	123	"['Pch', 'Sm']"	TRUE	non	FALSE	20.71278896
Pch_Sm	Pair	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	2	p8_G9	21	148	"['Pch', 'Sm']"	TRUE	non	FALSE	18.50434197
Pch_Sm	Pair	0	0	0.435897436	0	0	0	0.564102564	0	0	0	0	0	0	0	0	0	2	p8_G11	21	195	"['Pch', 'Sm']"	TRUE	non	FALSE	16.19172437
Ea_Pa_IN72	Trio	0.340136054	0.414965986	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244897959	2	p9_A3	21	147	"['Ea', 'Pa', 'IN72']"	TRUE	non	FALSE	22.42728551
Ea_Pch_Pv	Trio	0.862745098	0	0.013071895	0	0.124183007	0	0	0	0	0	0	0	0	0	0	0	2	p9_A5	21	153	"['Ea', 'Pch', 'Pv']"	TRUE	non	FALSE	19.29869642
Ea_Pch_H79	Trio	0.775700935	0	0.074766355	0	0	0	0	0	0	0.14953271	0	0	0	0	0	0	2	p9_A7	21	107	"['Ea', 'Pch', 'H79']"	TRUE	non	FALSE	21.95851564
Ea_Pci_Pf	Trio	0.209756098	0	0	0.692682927	0	0.097560976	0	0	0	0	0	0	0	0	0	0	2	p9_A9	21	205	"['Ea', 'Pci', 'Pf']"	TRUE	non	FALSE	19.17507904
Ea_Pv_IN72	Trio	0.835820896	0	0	0	0.104477612	0	0	0	0	0	0	0	0	0	0	0.059701493	2	p9_A11	21	134	"['Ea', 'Pv', 'IN72']"	TRUE	non	FALSE	24.80872055
Ea_Pv_Pf	Trio	0.479452055	0	0	0	0.082191781	0.438356164	0	0	0	0	0	0	0	0	0	0	2	p9_B2	21	146	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	23.81540514
Ea_Pci_Pv	Trio	0.341346154	0	0	0.658653846	0	0	0	0	0	0	0	0	0	0	0	0	2	p9_B8	21	208	"['Ea', 'Pci']"	FALSE	Pv	FALSE	19.04640438
Ea_Pci_IN72	Trio	0.355670103	0	0	0.62371134	0	0	0	0	0	0	0	0	0	0	0	0.020618557	2	p9_B10	21	194	"['Ea', 'Pci', 'IN72']"	TRUE	non	FALSE	22.46554476
Ea_Pf_IN72	Trio	0.348148148	0	0	0	0	0.407407407	0	0	0	0	0	0	0	0	0	0.244444444	2	p9_B12	21	135	"['Ea', 'Pf', 'IN72']"	TRUE	non	FALSE	21.74023962
Pch_Pci_Pv	Trio	0	0	0.036474164	0.455927052	0.507598784	0	0	0	0	0	0	0	0	0	0	0	2	p9_C1	21	329	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	19.88779424
Pch_Pci_IN65	Trio	0	0	0.037878788	0.545454545	0	0	0	0	0	0	0	0	0	0	0.416666667	0	2	p9_C3	21	264	"['Pch', 'Pci', 'IN65']"	TRUE	non	FALSE	21.39194845
Pch_Pv_Sm	Trio	0	0	0.061728395	0	0.419753086	0	0.518518519	0	0	0	0	0	0	0	0	0	2	p9_C5	21	162	"['Pch', 'Pv', 'Sm']"	TRUE	non	FALSE	25.59602442
Pch_Pv_IN65	Trio	0	0	0.101851852	0	0.805555556	0	0	0	0	0	0	0	0	0	0.092592593	0	2	p9_C7	21	216	"['Pch', 'Pv', 'IN65']"	TRUE	non	FALSE	22.22517255
Pch_Sm_Ab	Trio	0	0	0.151515152	0	0	0	0.848484848	0	0	0	0	0	0	0	0	0	2	p9_C9	21	198	"['Pch', 'Sm']"	FALSE	Ab	FALSE	21.21991415
Pch_Sm_H79	Trio	0	0	0.034782609	0	0	0	0.782608696	0	0	0.182608696	0	0	0	0	0	0	2	p9_C11	21	230	"['Pch', 'Sm', 'H79']"	TRUE	non	FALSE	23.07201943
Pch_Pci_Pf	Trio	0	0	0.048387097	0.784946237	0	0.166666667	0	0	0	0	0	0	0	0	0	0	2	p9_D2	21	186	"['Pch', 'Pci', 'Pf']"	TRUE	non	FALSE	18.42922203
Pch_Pv_Pf	Trio	0	0	0.030075188	0	0.413533835	0.556390977	0	0	0	0	0	0	0	0	0	0	2	p9_D4	21	133	"['Pch', 'Pv', 'Pf']"	TRUE	non	FALSE	22.52752498
Pch_Pv_Ab	Trio	0	0	0.350574713	0	0.649425287	0	0	0	0	0	0	0	0	0	0	0	2	p9_D6	21	174	"['Pch', 'Pv']"	FALSE	Ab	FALSE	21.26243364
Pch_Pf_Ab	Trio	0	0	0.108433735	0	0	0.746987952	0	0.144578313	0	0	0	0	0	0	0	0	2	p9_D8	21	83	"['Pch', 'Pf', 'Ab']"	TRUE	non	FALSE	21.51638484
Pch_Sm_IN65	Trio	0	0	0.070422535	0	0	0	0.366197183	0	0	0	0	0	0	0	0.563380282	0	2	p9_D10	21	284	"['Pch', 'Sm', 'IN65']"	TRUE	non	FALSE	21.35716354
Pch_Ab_H79	Trio	0	0	0.807692308	0	0	0	0	0.012820513	0	0.179487179	0	0	0	0	0	0	2	p9_D12	21	78	"['Pch', 'Ab', 'H79']"	TRUE	non	FALSE	17.60556488
Pci_Pv_Pf	Trio	0	0	0	0.492063492	0.317460317	0.19047619	0	0	0	0	0	0	0	0	0	0	2	p9_E1	21	189	"['Pci', 'Pv', 'Pf']"	TRUE	non	FALSE	24.13292803
Pa_Pci_IN72	Trio	0	0.173611111	0	0.465277778	0	0	0	0	0	0	0	0	0	0	0	0.361111111	2	p9_E9	21	144	"['Pa', 'Pci', 'IN72']"	TRUE	non	FALSE	17.75990622
Ea_H82_H97	Trio	0.022727273	0	0	0	0	0	0	0	0	0	0.903409091	0.073863636	0	0	0	0	2	p9_E11	21	176	"['Ea', 'H82', 'H97']"	TRUE	non	FALSE	22.72933887
Pci_Pf_IN72	Trio	0	0	0	0.435897436	0	0.196581197	0	0	0	0	0	0	0	0	0	0.367521368	2	p9_F2	21	117	"['Pci', 'Pf', 'IN72']"	TRUE	non	FALSE	18.26989632
Pci_Pv_IN65	Trio	0	0	0	0.134168157	0.150268336	0	0	0	0	0	0	0	0	0	0.715563506	0	2	p9_F4	21	559	"['Pci', 'Pv', 'IN65']"	TRUE	non	FALSE	18.55036137
Pa_Pci_Pv	Trio	0	0.11637931	0	0.487068966	0.396551724	0	0	0	0	0	0	0	0	0	0	0	2	p9_F6	21	232	"['Pa', 'Pci', 'Pv']"	TRUE	non	FALSE	21.70471327
Pa_Pci_Fj	Trio	0	0.310126582	0	0.67721519	0	0	0	0	0	0	0	0	0.012658228	0	0	0	2	p9_F8	21	158	"['Pa', 'Pci', 'Fj']"	TRUE	non	FALSE	22.40225907
Pf_Ab_IN72	Trio	0	0	0	0	0	0.008196721	0	0.024590164	0	0	0	0	0	0	0	0.967213115	2	p9_F12	21	122	"['Pf', 'Ab', 'IN72']"	TRUE	non	FALSE	21.75600384
Ea_Pv_Pf	Trio	0.469230769	0	0	0	0.061538462	0.469230769	0	0	0	0	0	0	0	0	0	0	2	p9_G1	21	130	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	21.36132531
Pv_Pf_Ab	Trio	0	0	0	0	0.430656934	0.532846715	0	0.03649635	0	0	0	0	0	0	0	0	2	p9_G3	21	137	"['Pv', 'Pf', 'Ab']"	TRUE	non	FALSE	19.43300827
Pv_Sm_Ab	Trio	0	0	0	0	0.173410405	0	0.815028902	0.011560694	0	0	0	0	0	0	0	0	2	p9_G5	21	173	"['Pv', 'Sm', 'Ab']"	TRUE	non	FALSE	21.29407344
Sm_IN65_H79	Trio	0	0	0	0	0	0	0.6875	0	0	0.265625	0	0	0	0	0.046875	0	2	p9_G11	21	128	"['Sm', 'H79', 'IN65']"	TRUE	non	FALSE	18.95288246
Pv_Pf_Sm	Trio	0	0	0	0	0.321167883	0.416058394	0.262773723	0	0	0	0	0	0	0	0	0	2	p9_H2	21	137	"['Pv', 'Pf', 'Sm']"	TRUE	non	FALSE	22.67038137
Pv_Sm_IN65	Trio	0	0	0	0	0.263157895	0	0.631578947	0	0	0	0	0	0	0	0.105263158	0	2	p9_H6	21	19	"['Pv', 'Sm', 'IN65']"	TRUE	non	FALSE	20.0227407
Sm_Ab_H79	Trio	0	0	0	0	0	0	0.855614973	0.037433155	0	0.106951872	0	0	0	0	0	0	2	p9_H10	21	187	"['Sm', 'Ab', 'H79']"	TRUE	non	FALSE	18.01744805
Ea_Pa_IN72	Trio	0.476987448	0.389121339	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133891213	2	p10_A3	21	239	"['Ea', 'Pa', 'IN72']"	TRUE	non	FALSE	20.5960151
Ea_Pch_Pv	Trio	0.880184332	0	0.01843318	0	0.101382488	0	0	0	0	0	0	0	0	0	0	0	2	p10_A5	21	217	"['Ea', 'Pch', 'Pv']"	TRUE	non	FALSE	17.69584433
Ea_Pch_H79	Trio	0.863013699	0	0.02739726	0	0	0	0	0	0	0.109589041	0	0	0	0	0	0	2	p10_A7	21	146	"['Ea', 'Pch', 'H79']"	TRUE	non	FALSE	20.19234294
Ea_Pci_Pf	Trio	0.293333333	0	0	0.653333333	0	0.053333333	0	0	0	0	0	0	0	0	0	0	2	p10_A9	21	300	"['Ea', 'Pci', 'Pf']"	TRUE	non	FALSE	22.93666463
Ea_Pv_IN72	Trio	0.753424658	0	0	0	0.082191781	0	0	0	0	0	0	0	0	0	0	0.164383562	2	p10_A11	21	146	"['Ea', 'Pv', 'IN72']"	TRUE	non	FALSE	20.14296154
Ea_Pv_Pf	Trio	0.545045045	0	0	0	0.040540541	0.414414414	0	0	0	0	0	0	0	0	0	0	2	p10_B2	21	222	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	16.2543774
Ea_Pch_Pci	Trio	0.38	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	2	p10_B4	21	300	"['Ea', 'Pci']"	FALSE	Pch	FALSE	22.76746712
Ea_Pf_IN72	Trio	0.229166667	0	0	0	0	0.385416667	0	0	0	0	0	0	0	0	0	0.385416667	2	p10_B12	21	192	"['Ea', 'Pf', 'IN72']"	TRUE	non	FALSE	21.45877517
Pch_Pci_Pv	Trio	0	0	0.021428571	0.557142857	0.421428571	0	0	0	0	0	0	0	0	0	0	0	2	p10_C1	21	140	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	18.86841631
Pch_Pci_IN65	Trio	0	0	0.436213992	0.563786008	0	0	0	0	0	0	0	0	0	0	0	0	2	p10_C3	21	243	"['Pch', 'Pci']"	FALSE	IN65	FALSE	21.59921929
